condition,coherence,decision,evidence,high_evidence,time
diff,0.5,1,-1,-1,1
diff,0.5,0,-1,-1,1
diff,0.5,0,2,2,2
diff,0.5,0,1,1,1
diff,0.5,0,-1,-1,1
diff,0.5,1,0,2,6
diff,0.5,0,-2,-3,4
diff,0.5,0,-1,-1,3
diff,0.5,0,0,1,4
diff,0.5,1,-1,-1,1
diff,0.5,1,0,1,2
diff,0.5,0,2,2,2
diff,0.5,1,-1,-2,9
diff,0.5,0,-2,-2,2
diff,0.5,1,6,6,10
diff,0.5,0,1,1,1
diff,0.5,1,-2,-2,2
diff,0.5,1,-2,-2,2
diff,0.5,1,-1,-1,1
diff,0.5,0,2,2,2
diff,0.5,0,-1,-1,1
diff,0.5,0,-2,-2,18
diff,0.5,0,-5,-5,9
diff,0.5,0,-8,-8,18
diff,0.5,1,-1,-4,13
diff,0.5,1,2,2,8
diff,0.5,0,0,3,12
diff,0.5,1,3,3,15
diff,0.5,1,-1,-1,9
diff,0.5,0,-4,-4,6
diff,0.5,0,1,2,9
diff,0.5,0,-4,-6,12
diff,0.5,0,0,1,4
diff,0.5,1,4,5,10
diff,0.5,1,1,2,7
diff,0.5,1,3,5,9
diff,0.5,0,-4,-5,16
diff,0.5,1,6,6,6
diff,0.5,0,1,1,9
diff,0.5,1,-4,-7,20
diff,0.5,0,-1,-2,5
diff,0.5,0,0,1,4
diff,0.5,1,2,2,2
diff,0.5,0,0,1,2
diff,0.5,1,-2,-2,2
diff,0.5,1,3,3,3
diff,0.5,1,-2,-3,4
diff,0.5,1,0,1,2
mix,0.3,0,-5,-5,9
mix,0.7,1,3,4,7
mix,0.7,1,4,4,6
mix,0.3,0,-4,-4,4
mix,0.3,0,-4,-4,6
mix,0.5,1,4,4,12
mix,0.3,0,-4,-4,4
mix,0.7,1,3,3,15
mix,0.7,1,4,4,6
mix,0.7,1,4,4,4
mix,0.7,0,0,1,4
mix,0.3,0,-4,-4,6
mix,0.5,0,0,3,8
mix,0.5,1,0,2,8
mix,0.5,0,-3,-6,23
mix,0.5,0,-1,-3,15
mix,0.5,1,0,3,8
mix,0.5,0,1,2,23
mix,0.5,0,-1,-1,3
mix,0.3,1,2,2,2
mix,0.5,1,3,3,7
mix,0.7,1,5,5,5
mix,0.7,1,4,4,6
mix,0.5,0,-1,-2,7
mix,0.5,0,-4,-4,4
mix,0.3,0,-5,-5,13
mix,0.7,1,5,5,5
mix,0.5,0,-2,-3,14
mix,0.3,0,-5,-5,7
mix,0.3,0,-6,-6,8
mix,0.3,1,1,1,5
mix,0.5,1,5,5,5
mix,0.7,1,2,3,8
mix,0.7,1,3,3,3
mix,0.5,0,0,2,20
mix,0.5,0,-3,-3,7
mix,0.7,1,4,4,8
mix,0.7,0,-3,-3,3
mix,0.7,1,3,4,7
mix,0.7,1,0,2,12
mix,0.5,1,4,4,10
mix,0.7,1,6,6,6
mix,0.7,1,2,2,12
mix,0.3,0,-5,-5,5
mix,0.3,0,-8,-8,14
mix,0.7,1,2,4,6
mix,0.5,0,1,3,15
mix,0.5,0,-4,-4,16
mix,0.5,1,6,6,10
mix,0.5,0,-2,-4,20
mix,0.5,1,0,3,20
mix,0.3,0,-5,-5,9
mix,0.5,1,2,3,16
mix,0.5,1,5,6,17
mix,0.5,0,-3,-4,21
mix,0.3,0,-3,-3,5
mix,0.7,1,3,3,7
mix,0.7,1,4,4,14
mix,0.5,0,-1,-2,19
mix,0.7,0,4,4,10
mix,0.7,1,4,5,14
mix,0.3,1,-1,-1,17
mix,0.5,1,3,3,19
mix,0.5,0,1,2,13
mix,0.5,1,6,6,12
mix,0.5,0,-3,-3,17
mix,0.5,1,5,5,11
mix,0.5,0,-3,-3,13
mix,0.7,0,2,2,2
