condition,coherence,decision,evidence,high_evidence,time
diff,0.5,1,-1,-1,23
diff,0.5,0,-3,-4,5
diff,0.5,0,-4,-4,4
diff,0.5,0,-2,-3,10
diff,0.5,1,4,4,6
diff,0.5,0,-1,-3,13
diff,0.5,1,1,1,9
diff,0.5,1,4,4,4
diff,0.5,1,5,5,5
diff,0.5,1,1,2,5
diff,0.5,0,-1,-2,7
diff,0.5,0,-1,-3,5
diff,0.5,1,1,1,7
diff,0.5,1,-2,-3,10
diff,0.5,0,-3,-4,11
diff,0.5,1,4,5,16
diff,0.5,0,-3,-4,7
diff,0.5,1,-3,-3,15
diff,0.5,1,4,5,8
diff,0.5,0,-4,-5,10
diff,0.5,1,2,3,10
diff,0.5,1,5,5,9
diff,0.5,1,2,3,14
diff,0.5,1,-1,-3,23
diff,0.5,1,4,4,6
diff,0.5,1,4,4,10
diff,0.5,0,-4,-5,14
diff,0.5,0,-2,-3,8
diff,0.5,0,-1,-1,13
diff,0.5,0,-2,-3,16
diff,0.5,0,-5,-5,7
diff,0.5,1,1,1,9
diff,0.5,0,0,2,16
diff,0.5,0,1,1,15
diff,0.5,0,-7,-8,21
diff,0.5,1,-1,-1,9
diff,0.5,0,-3,-3,5
diff,0.5,1,2,3,8
diff,0.5,0,-1,-2,5
diff,0.5,1,1,2,27
diff,0.5,1,3,3,9
diff,0.5,1,2,4,6
diff,0.5,0,0,2,16
diff,0.5,1,3,3,9
diff,0.5,1,5,5,11
diff,0.5,0,1,4,21
diff,0.5,1,4,4,10
mix,0.3,0,-4,-4,6
mix,0.3,1,1,3,13
mix,0.5,1,0,2,8
mix,0.5,1,2,3,6
mix,0.5,1,2,3,10
mix,0.3,0,-5,-5,7
mix,0.5,0,-2,-3,8
mix,0.5,0,-2,-3,4
mix,0.3,0,-4,-4,4
mix,0.3,0,-5,-5,15
mix,0.3,0,-2,-3,8
mix,0.7,1,5,5,19
mix,0.3,0,-4,-4,10
mix,0.5,1,1,4,15
mix,0.5,0,1,3,23
mix,0.3,0,-3,-3,5
mix,0.5,0,-4,-5,10
mix,0.7,1,5,5,5
mix,0.3,1,1,3,5
mix,0.7,1,4,4,8
mix,0.7,1,3,4,5
mix,0.3,0,-3,-4,5
mix,0.5,0,-5,-5,5
mix,0.5,1,5,6,19
mix,0.7,1,3,4,11
mix,0.5,1,3,4,7
mix,0.3,0,-2,-4,16
mix,0.5,0,-5,-5,13
mix,0.3,0,-6,-6,8
mix,0.5,1,6,6,6
mix,0.5,1,1,2,15
mix,0.5,1,5,5,7
mix,0.7,1,3,3,13
mix,0.5,1,3,4,13
mix,0.7,1,3,4,5
mix,0.5,0,-6,-6,12
mix,0.7,1,0,2,12
mix,0.5,0,-2,-3,8
mix,0.5,0,-4,-5,32
mix,0.3,1,4,5,6
mix,0.7,1,1,4,35
mix,0.5,1,-1,-2,17
mix,0.7,1,5,5,5
mix,0.5,1,2,2,22
mix,0.7,1,5,5,5
mix,0.7,0,-2,-3,14
mix,0.7,1,2,3,4
mix,0.5,1,4,5,14
mix,0.5,1,-2,-4,24
mix,0.5,1,2,4,10
mix,0.7,1,6,6,10
mix,0.3,0,-4,-4,12
mix,0.7,0,-1,-2,7
mix,0.5,0,-2,-3,6
mix,0.5,1,3,4,13
mix,0.3,0,-1,-3,9
mix,0.3,0,-6,-6,6
mix,0.3,0,-7,-7,13
mix,0.5,1,2,3,22
mix,0.7,1,6,6,8
mix,0.7,1,5,5,5
mix,0.7,1,4,4,16
mix,0.5,0,-3,-3,11
mix,0.7,0,-2,-2,6
mix,0.3,0,-6,-6,16
mix,0.3,1,2,4,6
mix,0.5,1,6,6,14
